Sales_ID,Date,Outlets,Product,Quantity,Price,Total,Target,Upsell,Count_of_Products,Net Profit
T000767,02-06-23,Outlet A,Keyboard,176,899,158224,77500000,0,4,10759.232
T000767,02-06-23,Outlet A,Notebook 3 Pro,204,720,146880,77500000,0,4,9987.84
T000767,02-06-23,Outlet A,Mouse,135,599,80865,77500000,0,4,5498.82
T000767,02-06-23,Outlet A,Headphones,137,179,24523,77500000,0,4,1667.564
T000768,02-07-23,Outlet A,Notebook 3 Pro,32,720,23040,77500000,1,3,1566.72
T000768,02-07-23,Outlet A,Notebook 3,8,560,4480,77500000,1,3,304.64
T000768,02-07-23,Outlet A,Monitor,120,269,32280,77500000,1,3,2195.04
T000769,02-08-23,Outlet A,Keyboard,80,899,71920,77500000,1,3,4890.56
T000769,02-08-23,Outlet A,Mouse,155,599,92845,77500000,1,3,6313.46
T000769,02-08-23,Outlet A,Monitor,112,269,30128,77500000,1,3,2048.704
T000770,02-09-23,Outlet B,Headphones,239,179,42781,77500000,1,2,2909.108
T000770,02-09-23,Outlet B,Notebook 3,50,560,28000,77500000,1,2,1904
T000771,02-10-23,Outlet B,Keyboard,32,899,28768,77500000,0,3,1956.224
T000771,02-10-23,Outlet B,Notebook 3,209,560,117040,77500000,0,3,7958.72
T000771,02-10-23,Outlet B,Monitor,45,269,12105,77500000,0,3,823.14
T000772,02-11-23,Outlet B,Notebook 3 Pro,197,720,141840,77500000,1,3,9645.12
T000772,02-11-23,Outlet B,Mouse,81,599,48519,77500000,1,3,3299.292
T000772,02-11-23,Outlet B,Notebook 3,150,560,84000,77500000,1,3,5712
T000773,02-12-23,Outlet A,Headphones,249,179,44571,77500000,1,3,3030.828
T000773,02-12-23,Outlet A,Mouse,217,599,129983,77500000,1,3,8838.844
T000773,02-12-23,Outlet A,Notebook 3,8,560,4480,77500000,1,3,304.64
T000774,13-02-23,Outlet A,Headphones,153,179,27387,77500000,1,3,1862.316
T000774,13-02-23,Outlet A,Notebook 3,195,560,109200,77500000,1,3,7425.6
T000774,13-02-23,Outlet A,Monitor,134,269,36046,77500000,1,3,2451.128
T000775,14-02-23,Outlet A,Notebook 3 Pro,189,720,136080,77500000,1,3,9253.44
T000775,14-02-23,Outlet A,Mouse,223,599,133577,77500000,1,3,9083.236
T000775,14-02-23,Outlet A,Notebook 3,30,560,16800,77500000,1,3,1142.4
T000776,15-02-23,Outlet A,Headphones,23,179,4117,77500000,1,4,279.956
T000776,15-02-23,Outlet A,Notebook 3 Pro,48,720,34560,77500000,1,4,2350.08
T000776,15-02-23,Outlet A,Notebook 3,245,560,137200,77500000,1,4,9329.6
T000776,15-02-23,Outlet A,Monitor,8,269,2152,77500000,1,4,146.336
T000777,16-02-23,Outlet A,Headphones,136,179,24344,77500000,1,3,1655.392
T000777,16-02-23,Outlet A,Keyboard,2,899,1798,77500000,1,3,122.264
T000777,16-02-23,Outlet A,Mouse,105,599,62895,77500000,1,3,4276.86
T000778,17-02-23,Outlet B,Headphones,130,179,23270,77500000,0,3,1582.36
T000778,17-02-23,Outlet B,Mouse,136,599,81464,77500000,0,3,5539.552
T000778,17-02-23,Outlet B,Notebook 3,40,560,22400,77500000,0,3,1523.2
T000779,18-02-23,Outlet B,Keyboard,205,899,184295,77500000,0,3,12532.06
T000779,18-02-23,Outlet B,Notebook 3 Pro,219,720,157680,77500000,0,3,10722.24
T000779,18-02-23,Outlet B,Monitor,83,269,22327,77500000,0,3,1518.236
T000780,19-02-23,Outlet B,Keyboard,146,899,131254,77500000,0,4,8925.272
T000780,19-02-23,Outlet B,Mouse,169,599,101231,77500000,0,4,6883.708
T000780,19-02-23,Outlet B,Monitor,35,269,9415,77500000,0,4,640.22
T000780,19-02-23,Outlet B,Notebook 3 Pro,183,720,131760,77500000,0,4,8959.68
T000781,20-02-23,Outlet A,Notebook 3 Pro,219,720,157680,77500000,0,2,10722.24
T000781,20-02-23,Outlet A,Mouse,132,599,79068,77500000,0,2,5376.624
T000782,21-02-23,Outlet A,Keyboard,27,899,24273,77500000,0,3,1650.564
T000782,21-02-23,Outlet A,Mouse,156,599,93444,77500000,0,3,6354.192
T000782,21-02-23,Outlet A,Notebook 3 Pro,171,720,123120,77500000,0,3,8372.16
T000783,22-02-23,Outlet C,Notebook 3 Pro,98,720,70560,77500000,1,3,4798.08
T000783,22-02-23,Outlet C,Mouse,249,599,149151,77500000,1,3,10142.268
T000783,22-02-23,Outlet C,Notebook 3,68,560,38080,77500000,1,3,2589.44
T000784,23-02-23,Outlet A,Keyboard,54,899,48546,77500000,1,3,3301.128
T000784,23-02-23,Outlet A,Monitor,182,269,48958,77500000,1,3,3329.144
T000784,23-02-23,Outlet A,Notebook 3 Pro,178,720,128160,77500000,1,3,8714.88
T000785,24-02-23,Outlet B,Notebook 3 Pro,184,720,132480,77500000,1,3,9008.64
T000785,24-02-23,Outlet B,Notebook 3,151,560,84560,77500000,1,3,5750.08
T000785,24-02-23,Outlet B,Monitor,7,269,1883,77500000,1,3,128.044
T000786,25-02-23,Outlet A,Mouse,140,599,83860,77500000,1,2,5702.48
T000786,25-02-23,Outlet A,Notebook 3,159,560,89040,77500000,1,2,6054.72
T000787,26-02-23,Outlet C,Headphones,1,179,179,77500000,1,3,12.172
T000787,26-02-23,Outlet C,Mouse,149,599,89251,77500000,1,3,6069.068
T000787,26-02-23,Outlet C,Notebook 3,203,560,113680,77500000,1,3,7730.24
T000788,27-02-23,Outlet B,Headphones,237,179,42423,77500000,1,4,2884.764
T000788,27-02-23,Outlet B,Keyboard,72,899,64728,77500000,1,4,4401.504
T000788,27-02-23,Outlet B,Mouse,230,599,137770,77500000,1,4,9368.36
T000788,27-02-23,Outlet B,Monitor,110,269,29590,77500000,1,4,2012.12
T000789,28-02-23,Outlet B,Notebook 3,98,560,54880,77500000,1,2,3731.84
T000789,28-02-23,Outlet B,Monitor,154,269,41426,77500000,1,2,2816.968
T000790,03-01-23,Outlet A,Keyboard,218,899,195982,77500000,0,3,13326.776
T000790,03-01-23,Outlet A,Notebook 3,96,560,53760,77500000,0,3,3655.68
T000790,03-01-23,Outlet A,Monitor,167,269,44923,77500000,0,3,3054.764
T000791,03-02-23,Outlet A,Headphones,135,179,24165,77500000,1,3,1643.22
T000791,03-02-23,Outlet A,Mouse,113,599,67687,77500000,1,3,4602.716
T000791,03-02-23,Outlet A,Monitor,23,269,6187,77500000,1,3,420.716
T000792,03-03-23,Outlet B,Notebook 3 Pro,139,720,100080,77500000,1,3,6805.44
T000792,03-03-23,Outlet B,Notebook 3,126,560,70560,77500000,1,3,4798.08
T000792,03-03-23,Outlet B,Monitor,200,269,53800,77500000,1,3,3658.4
T000793,03-04-23,Outlet C,Keyboard,67,899,60233,77500000,1,3,4095.844
T000793,03-04-23,Outlet C,Mouse,198,599,118602,77500000,1,3,8064.936
T000793,03-04-23,Outlet C,Monitor,231,269,62139,77500000,1,3,4225.452
T000794,03-05-23,Outlet A,Keyboard,29,899,26071,77500000,1,3,1772.828
T000794,03-05-23,Outlet A,Notebook 3 Pro,144,720,103680,77500000,1,3,7050.24
T000794,03-05-23,Outlet A,Mouse,53,599,31747,77500000,1,3,2158.796
T000795,03-06-23,Outlet B,Notebook 3 Pro,108,720,77760,77500000,1,2,5287.68
T000795,03-06-23,Outlet B,Monitor,249,269,66981,77500000,1,2,4554.708
T000796,03-07-23,Outlet A,Headphones,131,179,23449,77500000,1,2,1594.532
T000796,03-07-23,Outlet A,Monitor,81,269,21789,77500000,1,2,1481.652
T000797,03-08-23,Outlet A,Headphones,160,179,28640,77500000,1,4,1947.52
T000797,03-08-23,Outlet A,Notebook 3 Pro,111,720,79920,77500000,1,4,5434.56
T000797,03-08-23,Outlet A,Mouse,210,599,125790,77500000,1,4,8553.72
T000797,03-08-23,Outlet A,Keyboard,219,899,196881,77500000,1,4,13387.908
T000798,03-09-23,Outlet B,Mouse,156,599,93444,77500000,1,4,6354.192
T000798,03-09-23,Outlet B,Notebook 3,195,560,109200,77500000,1,4,7425.6
T000798,03-09-23,Outlet B,Monitor,118,269,31742,77500000,1,4,2158.456
T000798,03-09-23,Outlet B,Notebook 3 Pro,69,720,49680,77500000,1,4,3378.24
T000799,03-10-23,Outlet C,Headphones,115,179,20585,77500000,1,3,1399.78
T000799,03-10-23,Outlet C,Notebook 3,239,560,133840,77500000,1,3,9101.12
T000799,03-10-23,Outlet C,Monitor,89,269,23941,77500000,1,3,1627.988
T000800,03-11-23,Outlet B,Keyboard,234,899,210366,77500000,1,4,14304.888
T000800,03-11-23,Outlet B,Notebook 3 Pro,25,720,18000,77500000,1,4,1224
T000800,03-11-23,Outlet B,Mouse,9,599,5391,77500000,1,4,366.588
T000800,03-11-23,Outlet B,Monitor,212,269,57028,77500000,1,4,3877.904
T000801,03-12-23,Outlet A,Keyboard,94,899,84506,77500000,1,3,5746.408
T000801,03-12-23,Outlet A,Notebook 3,40,560,22400,77500000,1,3,1523.2
T000801,03-12-23,Outlet A,Monitor,236,269,63484,77500000,1,3,4316.912
T000802,13-03-23,Outlet B,Headphones,116,179,20764,77500000,1,3,1411.952
T000802,13-03-23,Outlet B,Mouse,2,599,1198,77500000,1,3,81.464
T000802,13-03-23,Outlet B,Notebook 3,194,560,108640,77500000,1,3,7387.52
T000803,14-03-23,Outlet B,Headphones,163,179,29177,77500000,1,3,1984.036
T000803,14-03-23,Outlet B,Notebook 3,67,560,37520,77500000,1,3,2551.36
T000803,14-03-23,Outlet B,Monitor,211,269,56759,77500000,1,3,3859.612
T000804,15-03-23,Outlet C,Keyboard,82,899,73718,77500000,1,3,5012.824
T000804,15-03-23,Outlet C,Monitor,12,269,3228,77500000,1,3,219.504
T000804,15-03-23,Outlet C,Notebook 3 Pro,157,720,113040,77500000,1,3,7686.72
T000805,16-03-23,Outlet B,Headphones,36,179,6444,77500000,1,3,438.192
T000805,16-03-23,Outlet B,Keyboard,5,899,4495,77500000,1,3,305.66
T000805,16-03-23,Outlet B,Mouse,88,599,52712,77500000,1,3,3584.416
T000806,17-03-23,Outlet A,Headphones,209,179,37411,77500000,0,4,2543.948
T000806,17-03-23,Outlet A,Keyboard,114,899,102486,77500000,0,4,6969.048
T000806,17-03-23,Outlet A,Notebook 3,247,560,138320,77500000,0,4,9405.76
T000806,17-03-23,Outlet A,Notebook 3 Pro,159,720,114480,77500000,0,4,7784.64
T000807,18-03-23,Outlet A,Mouse,207,599,123993,77500000,1,2,8431.524
T000807,18-03-23,Outlet A,Monitor,48,269,12912,77500000,1,2,878.016
T000808,19-03-23,Outlet A,Keyboard,78,899,70122,77500000,1,3,4768.296
T000808,19-03-23,Outlet A,Notebook 3 Pro,216,720,155520,77500000,1,3,10575.36
T000808,19-03-23,Outlet A,Monitor,73,269,19637,77500000,1,3,1335.316
T000809,20-03-23,Outlet A,Headphones,43,179,7697,77500000,1,3,523.396
T000809,20-03-23,Outlet A,Notebook 3 Pro,108,720,77760,77500000,1,3,5287.68
T000809,20-03-23,Outlet A,Mouse,53,599,31747,77500000,1,3,2158.796
T000810,21-03-23,Outlet B,Headphones,64,179,11456,77500000,0,4,779.008
T000810,21-03-23,Outlet B,Keyboard,166,899,149234,77500000,0,4,10147.912
T000810,21-03-23,Outlet B,Notebook 3,71,560,39760,77500000,0,4,2703.68
T000810,21-03-23,Outlet B,Monitor,244,269,65636,77500000,0,4,4463.248
T000811,22-03-23,Outlet B,Headphones,105,179,18795,77500000,0,3,1278.06
T000811,22-03-23,Outlet B,Notebook 3 Pro,128,720,92160,77500000,0,3,6266.88
T000811,22-03-23,Outlet B,Mouse,213,599,127587,77500000,0,3,8675.916
T000812,23-03-23,Outlet B,Headphones,234,179,41886,77500000,1,3,2848.248
T000812,23-03-23,Outlet B,Keyboard,58,899,52142,77500000,1,3,3545.656
T000812,23-03-23,Outlet B,Monitor,152,269,40888,77500000,1,3,2780.384
T000813,24-03-23,Outlet C,Headphones,178,179,31862,77500000,0,4,2166.616
T000813,24-03-23,Outlet C,Keyboard,132,899,118668,77500000,0,4,8069.424
T000813,24-03-23,Outlet C,Notebook 3,86,560,48160,77500000,0,4,3274.88
T000813,24-03-23,Outlet C,Monitor,57,269,15333,77500000,0,4,1042.644
T000814,25-03-23,Outlet A,Keyboard,47,899,42253,77500000,1,4,2873.204
T000814,25-03-23,Outlet A,Notebook 3 Pro,42,720,30240,77500000,1,4,2056.32
T000814,25-03-23,Outlet A,Notebook 3,250,560,140000,77500000,1,4,9520
T000814,25-03-23,Outlet A,Monitor,13,269,3497,77500000,1,4,237.796
T000815,26-03-23,Outlet A,Headphones,138,179,24702,77500000,1,4,1679.736
T000815,26-03-23,Outlet A,Keyboard,43,899,38657,77500000,1,4,2628.676
T000815,26-03-23,Outlet A,Notebook 3,152,560,85120,77500000,1,4,5788.16
T000815,26-03-23,Outlet A,Notebook 3 Pro,36,720,25920,77500000,1,4,1762.56
T000816,27-03-23,Outlet B,Keyboard,34,899,30566,77500000,1,3,2078.488
T000816,27-03-23,Outlet B,Mouse,65,599,38935,77500000,1,3,2647.58
T000816,27-03-23,Outlet B,Notebook 3 Pro,20,720,14400,77500000,1,3,979.2
T000817,28-03-23,Outlet B,Keyboard,185,899,166315,77500000,1,3,11309.42
T000817,28-03-23,Outlet B,Mouse,80,599,47920,77500000,1,3,3258.56
T000817,28-03-23,Outlet B,Monitor,66,269,17754,77500000,1,3,1207.272
T000818,29-03-23,Outlet A,Headphones,108,179,19332,77500000,1,3,1314.576
T000818,29-03-23,Outlet A,Keyboard,89,899,80011,77500000,1,3,5440.748
T000818,29-03-23,Outlet A,Mouse,212,599,126988,77500000,1,3,8635.184
T000819,30-03-23,Outlet B,Keyboard,178,899,160022,77500000,1,2,10881.496
T000819,30-03-23,Outlet B,Notebook 3 Pro,89,720,64080,77500000,1,2,4357.44
T000820,31-03-23,Outlet A,Headphones,45,179,8055,77500000,1,4,547.74
T000820,31-03-23,Outlet A,Notebook 3 Pro,108,720,77760,77500000,1,4,5287.68
T000820,31-03-23,Outlet A,Mouse,11,599,6589,77500000,1,4,448.052
T000820,31-03-23,Outlet A,Monitor,203,269,54607,77500000,1,4,3713.276
T000821,04-01-23,Outlet A,Mouse,5,599,2995,77500000,1,1,203.66
T000822,04-02-23,Outlet C,Monitor,195,269,52455,77500000,1,3,3566.94
T000822,04-02-23,Outlet C,Mouse,110,599,65890,77500000,1,3,4480.52
T000822,04-02-23,Outlet C,Notebook 3,32,560,17920,77500000,1,3,1218.56
T000823,04-03-23,Outlet A,Keyboard,43,899,38657,77500000,1,2,2628.676
T000823,04-03-23,Outlet A,Notebook 3,16,560,8960,77500000,1,2,609.28
T000824,04-04-23,Outlet B,Keyboard,211,899,189689,77500000,1,2,12898.852
T000824,04-04-23,Outlet B,Notebook 3,112,560,62720,77500000,1,2,4264.96
T000825,04-05-23,Outlet B,Headphones,233,179,41707,77500000,0,3,2836.076
T000825,04-05-23,Outlet B,Keyboard,69,899,62031,77500000,0,3,4218.108
T000825,04-05-23,Outlet B,Notebook 3 Pro,1,720,720,77500000,0,3,48.96
T000826,04-06-23,Outlet A,Keyboard,114,899,102486,77500000,0,3,6969.048
T000826,04-06-23,Outlet A,Notebook 3 Pro,157,720,113040,77500000,0,3,7686.72
T000826,04-06-23,Outlet A,Monitor,20,269,5380,77500000,0,3,365.84
T000827,04-07-23,Outlet B,Keyboard,132,899,118668,77500000,1,4,8069.424
T000827,04-07-23,Outlet B,Notebook 3 Pro,72,720,51840,77500000,1,4,3525.12
T000827,04-07-23,Outlet B,Notebook 3,130,560,72800,77500000,1,4,4950.4
T000827,04-07-23,Outlet B,Monitor,60,269,16140,77500000,1,4,1097.52
T000828,04-08-23,Outlet A,Headphones,24,179,4296,77500000,0,4,292.128
T000828,04-08-23,Outlet A,Notebook 3 Pro,196,720,141120,77500000,0,4,9596.16
T000828,04-08-23,Outlet A,Keyboard,125,899,112375,77500000,0,4,7641.5
T000828,04-08-23,Outlet A,Monitor,235,269,63215,77500000,0,4,4298.62
T000829,04-09-23,Outlet A,Headphones,66,179,11814,77500000,1,3,803.352
T000829,04-09-23,Outlet A,Notebook 3 Pro,170,720,122400,77500000,1,3,8323.2
T000829,04-09-23,Outlet A,Monitor,29,269,7801,77500000,1,3,530.468
T000830,04-10-23,Outlet A,Headphones,141,179,25239,77500000,1,3,1716.252
T000830,04-10-23,Outlet A,Notebook 3 Pro,124,720,89280,77500000,1,3,6071.04
T000830,04-10-23,Outlet A,Notebook 3,221,560,123760,77500000,1,3,8415.68
T000831,04-11-23,Outlet C,Headphones,235,179,42065,77500000,1,4,2860.42
T000831,04-11-23,Outlet C,Mouse,48,599,28752,77500000,1,4,1955.136
T000831,04-11-23,Outlet C,Notebook 3,188,560,105280,77500000,1,4,7159.04
T000831,04-11-23,Outlet C,Monitor,58,269,15602,77500000,1,4,1060.936
T000832,04-12-23,Outlet A,Notebook 3 Pro,162,720,116640,77500000,0,2,7931.52
T000832,04-12-23,Outlet A,Notebook 3,220,560,123200,77500000,0,2,8377.6
T000833,13-04-23,Outlet A,Headphones,15,179,2685,77500000,0,3,182.58
T000833,13-04-23,Outlet A,Notebook 3 Pro,60,720,43200,77500000,0,3,2937.6
T000833,13-04-23,Outlet A,Notebook 3,34,560,19040,77500000,0,3,1294.72
T000834,14-04-23,Outlet C,Headphones,108,179,19332,77500000,1,2,1314.576
T000834,14-04-23,Outlet C,Notebook 3,238,560,133280,77500000,1,2,9063.04
T000835,15-04-23,Outlet A,Keyboard,197,899,177103,77500000,1,3,12043.004
T000835,15-04-23,Outlet A,Mouse,90,599,53910,77500000,1,3,3665.88
T000835,15-04-23,Outlet A,Notebook 3,71,560,39760,77500000,1,3,2703.68
T000836,16-04-23,Outlet B,Headphones,230,179,41170,77500000,0,4,2799.56
T000836,16-04-23,Outlet B,Mouse,156,599,93444,77500000,0,4,6354.192
T000836,16-04-23,Outlet B,Notebook 3,54,560,30240,77500000,0,4,2056.32
T000836,16-04-23,Outlet B,Monitor,21,269,5649,77500000,0,4,384.132
T000837,17-04-23,Outlet A,Headphones,232,179,41528,77500000,1,3,2823.904
T000837,17-04-23,Outlet A,Notebook 3 Pro,214,720,154080,77500000,1,3,10477.44
T000837,17-04-23,Outlet A,Monitor,211,269,56759,77500000,1,3,3859.612
T000838,18-04-23,Outlet C,Headphones,6,179,1074,77500000,1,3,73.032
T000838,18-04-23,Outlet C,Keyboard,8,899,7192,77500000,1,3,489.056
T000838,18-04-23,Outlet C,Monitor,2,269,538,77500000,1,3,36.584
T000839,19-04-23,Outlet A,Notebook 3,27,560,15120,77500000,1,2,1028.16
T000839,19-04-23,Outlet A,Monitor,35,269,9415,77500000,1,2,640.22
T000840,20-04-23,Outlet A,Headphones,94,179,16826,77500000,1,3,1144.168
T000840,20-04-23,Outlet A,Notebook 3 Pro,91,720,65520,77500000,1,3,4455.36
T000840,20-04-23,Outlet A,Mouse,150,599,89850,77500000,1,3,6109.8
T000841,21-04-23,Outlet A,Notebook 3 Pro,29,720,20880,77500000,1,3,1419.84
T000841,21-04-23,Outlet A,Mouse,104,599,62296,77500000,1,3,4236.128
T000841,21-04-23,Outlet A,Monitor,44,269,11836,77500000,1,3,804.848
T000842,22-04-23,Outlet B,Headphones,181,179,32399,77500000,1,3,2203.132
T000842,22-04-23,Outlet B,Keyboard,139,899,124961,77500000,1,3,8497.348
T000842,22-04-23,Outlet B,Mouse,26,599,15574,77500000,1,3,1059.032
T000843,23-04-23,Outlet B,Notebook 3 Pro,17,720,12240,77500000,1,3,832.32
T000843,23-04-23,Outlet B,Notebook 3,101,560,56560,77500000,1,3,3846.08
T000843,23-04-23,Outlet B,Monitor,29,269,7801,77500000,1,3,530.468
T000844,24-04-23,Outlet B,Mouse,185,599,110815,77500000,1,3,7535.42
T000844,24-04-23,Outlet B,Monitor,58,269,15602,77500000,1,3,1060.936
T000844,24-04-23,Outlet B,Notebook 3,6,560,3360,77500000,1,3,228.48
T000845,25-04-23,Outlet A,Keyboard,31,899,27869,77500000,1,4,1895.092
T000845,25-04-23,Outlet A,Notebook 3 Pro,59,720,42480,77500000,1,4,2888.64
T000845,25-04-23,Outlet A,Notebook 3,202,560,113120,77500000,1,4,7692.16
T000845,25-04-23,Outlet A,Monitor,209,269,56221,77500000,1,4,3823.028
T000846,26-04-23,Outlet A,Headphones,88,179,15752,77500000,1,3,1071.136
T000846,26-04-23,Outlet A,Keyboard,19,899,17081,77500000,1,3,1161.508
T000846,26-04-23,Outlet A,Notebook 3,114,560,63840,77500000,1,3,4341.12
T000847,27-04-23,Outlet B,Keyboard,126,899,113274,77500000,1,3,7702.632
T000847,27-04-23,Outlet B,Mouse,114,599,68286,77500000,1,3,4643.448
T000847,27-04-23,Outlet B,Monitor,216,269,58104,77500000,1,3,3951.072
T000848,28-04-23,Outlet A,Headphones,119,179,21301,77500000,1,3,1448.468
T000848,28-04-23,Outlet A,Notebook 3 Pro,199,720,143280,77500000,1,3,9743.04
T000848,28-04-23,Outlet A,Notebook 3,31,560,17360,77500000,1,3,1180.48
T000849,29-04-23,Outlet B,Keyboard,88,899,79112,77500000,1,3,5379.616
T000849,29-04-23,Outlet B,Mouse,157,599,94043,77500000,1,3,6394.924
T000849,29-04-23,Outlet B,Monitor,75,269,20175,77500000,1,3,1371.9
T000850,30-04-23,Outlet B,Headphones,38,179,6802,77500000,1,2,462.536
T000850,30-04-23,Outlet B,Keyboard,246,899,221154,77500000,1,2,15038.472
T000851,05-01-23,Outlet A,Headphones,66,179,11814,77500000,1,3,803.352
T000851,05-01-23,Outlet A,Notebook 3,188,560,105280,77500000,1,3,7159.04
T000851,05-01-23,Outlet A,Monitor,205,269,55145,77500000,1,3,3749.86
T000852,05-02-23,Outlet A,Headphones,163,179,29177,77500000,1,4,1984.036
T000852,05-02-23,Outlet A,Notebook 3 Pro,20,720,14400,77500000,1,4,979.2
T000852,05-02-23,Outlet A,Notebook 3,56,560,31360,77500000,1,4,2132.48
T000852,05-02-23,Outlet A,Monitor,213,269,57297,77500000,1,4,3896.196
T000853,05-03-23,Outlet A,Keyboard,168,899,151032,77500000,1,4,10270.176
T000853,05-03-23,Outlet A,Notebook 3,119,560,66640,77500000,1,4,4531.52
T000853,05-03-23,Outlet A,Mouse,124,599,74276,77500000,1,4,5050.768
T000853,05-03-23,Outlet A,Monitor,74,269,19906,77500000,1,4,1353.608
T000854,05-04-23,Outlet A,Notebook 3 Pro,170,720,122400,77500000,1,3,8323.2
T000854,05-04-23,Outlet A,Notebook 3,199,560,111440,77500000,1,3,7577.92
T000854,05-04-23,Outlet A,Mouse,145,599,86855,77500000,1,3,5906.14
T000855,05-05-23,Outlet A,Headphones,43,179,7697,77500000,1,4,523.396
T000855,05-05-23,Outlet A,Notebook 3 Pro,18,720,12960,77500000,1,4,881.28
T000855,05-05-23,Outlet A,Keyboard,198,899,178002,77500000,1,4,12104.136
T000855,05-05-23,Outlet A,Monitor,153,269,41157,77500000,1,4,2798.676
T000856,05-06-23,Outlet C,Mouse,192,599,115008,77500000,0,4,7820.544
T000856,05-06-23,Outlet C,Notebook 3,213,560,119280,77500000,0,4,8111.04
T000856,05-06-23,Outlet C,Monitor,164,269,44116,77500000,0,4,2999.888
T000856,05-06-23,Outlet C,Notebook 3 Pro,188,720,135360,77500000,0,4,9204.48
T000857,05-07-23,Outlet C,Keyboard,154,899,138446,77500000,1,3,9414.328
T000857,05-07-23,Outlet C,Notebook 3 Pro,34,720,24480,77500000,1,3,1664.64
T000857,05-07-23,Outlet C,Mouse,162,599,97038,77500000,1,3,6598.584
T000858,05-08-23,Outlet A,Keyboard,128,899,115072,77500000,1,3,7824.896
T000858,05-08-23,Outlet A,Monitor,19,269,5111,77500000,1,3,347.548
T000858,05-08-23,Outlet A,Notebook 3 Pro,216,720,155520,77500000,1,3,10575.36
T000859,05-09-23,Outlet B,Notebook 3,138,560,77280,77500000,1,2,5255.04
T000859,05-09-23,Outlet B,Monitor,68,269,18292,77500000,1,2,1243.856
T000860,05-10-23,Outlet A,Headphones,7,179,1253,77500000,1,4,85.204
T000860,05-10-23,Outlet A,Keyboard,199,899,178901,77500000,1,4,12165.268
T000860,05-10-23,Outlet A,Mouse,114,599,68286,77500000,1,4,4643.448
T000860,05-10-23,Outlet A,Notebook 3 Pro,138,720,99360,77500000,1,4,6756.48
T000861,05-11-23,Outlet A,Keyboard,60,899,53940,77500000,1,3,3667.92
T000861,05-11-23,Outlet A,Mouse,248,599,148552,77500000,1,3,10101.536
T000861,05-11-23,Outlet A,Notebook 3 Pro,58,720,41760,77500000,1,3,2839.68
T000862,05-12-23,Outlet B,Headphones,206,179,36874,77500000,1,3,2507.432
T000862,05-12-23,Outlet B,Keyboard,177,899,159123,77500000,1,3,10820.364
T000862,05-12-23,Outlet B,Notebook 3,26,560,14560,77500000,1,3,990.08
T000863,13-05-23,Outlet A,Keyboard,200,899,179800,77500000,1,3,12226.4
T000863,13-05-23,Outlet A,Mouse,172,599,103028,77500000,1,3,7005.904
T000863,13-05-23,Outlet A,Notebook 3,130,560,72800,77500000,1,3,4950.4
T000864,14-05-23,Outlet A,Headphones,43,179,7697,77500000,1,3,523.396
T000864,14-05-23,Outlet A,Keyboard,167,899,150133,77500000,1,3,10209.044
T000864,14-05-23,Outlet A,Notebook 3 Pro,27,720,19440,77500000,1,3,1321.92
T000865,15-05-23,Outlet A,Headphones,27,179,4833,77500000,0,3,328.644
T000865,15-05-23,Outlet A,Notebook 3 Pro,174,720,125280,77500000,0,3,8519.04
T000865,15-05-23,Outlet A,Notebook 3,128,560,71680,77500000,0,3,4874.24
T000866,16-05-23,Outlet C,Mouse,149,599,89251,77500000,1,3,6069.068
T000866,16-05-23,Outlet C,Monitor,168,269,45192,77500000,1,3,3073.056
T000866,16-05-23,Outlet C,Notebook 3,168,560,94080,77500000,1,3,6397.44
T000867,17-05-23,Outlet C,Keyboard,36,899,32364,77500000,1,3,2200.752
T000867,17-05-23,Outlet C,Notebook 3 Pro,202,720,145440,77500000,1,3,9889.92
T000867,17-05-23,Outlet C,Notebook 3,156,560,87360,77500000,1,3,5940.48
T000868,18-05-23,Outlet B,Headphones,44,179,7876,77500000,0,3,535.568
T000868,18-05-23,Outlet B,Notebook 3,41,560,22960,77500000,0,3,1561.28
T000868,18-05-23,Outlet B,Monitor,80,269,21520,77500000,0,3,1463.36
T000869,19-05-23,Outlet A,Notebook 3,97,560,54320,77500000,1,1,3693.76
T000870,20-05-23,Outlet A,Mouse,110,599,65890,77500000,1,2,4480.52
T000870,20-05-23,Outlet A,Monitor,21,269,5649,77500000,1,2,384.132
T000871,21-05-23,Outlet A,Headphones,105,179,18795,77500000,1,3,1278.06
T000871,21-05-23,Outlet A,Keyboard,82,899,73718,77500000,1,3,5012.824
T000871,21-05-23,Outlet A,Monitor,202,269,54338,77500000,1,3,3694.984
T000872,22-05-23,Outlet B,Keyboard,213,899,191487,77500000,0,4,13021.116
T000872,22-05-23,Outlet B,Notebook 3 Pro,171,720,123120,77500000,0,4,8372.16
T000872,22-05-23,Outlet B,Mouse,146,599,87454,77500000,0,4,5946.872
T000872,22-05-23,Outlet B,Monitor,115,269,30935,77500000,0,4,2103.58
T000873,23-05-23,Outlet A,Keyboard,35,899,31465,77500000,1,3,2139.62
T000873,23-05-23,Outlet A,Notebook 3 Pro,90,720,64800,77500000,1,3,4406.4
T000873,23-05-23,Outlet A,Monitor,28,269,7532,77500000,1,3,512.176
T000874,24-05-23,Outlet A,Keyboard,243,899,218457,77500000,1,3,14855.076
T000874,24-05-23,Outlet A,Mouse,25,599,14975,77500000,1,3,1018.3
T000874,24-05-23,Outlet A,Notebook 3 Pro,131,720,94320,77500000,1,3,6413.76
T000875,25-05-23,Outlet A,Headphones,159,179,28461,77500000,1,4,1935.348
