Sales_ID,Date,Outlets,Product,Quantity,Total,Target,Count_of_Products,Net Profit,Upsell
T000619,11-09-22,Outlet A,"['Keyboard', 'Mouse', 'Notebook 3']","[17, 203, 64]",172720,75000000,3,11744.96,1
T000620,12-09-22,Outlet A,"['Keyboard', 'Notebook 3 Pro']","[161, 243]",319699,75000000,2,21739.532,1
T000621,13-09-22,Outlet B,"['Headphones', 'Notebook 3', 'Monitor']","[3, 93, 114]",83283,75000000,3,5663.244,1
T000622,14-09-22,Outlet C,"['Keyboard', 'Mouse', 'Notebook 3', 'Notebook 3 Pro']","[68, 1, 195, 243]",345891,75000000,4,23520.588,1
T000623,15-09-22,Outlet C,"['Headphones', 'Notebook 3 Pro', 'Notebook 3']","[165, 97, 196]",209135,75000000,3,14221.18,1
T000624,16-09-22,Outlet C,"['Headphones', 'Notebook 3 Pro', 'Monitor']","[206, 45, 121]",101823,75000000,3,6923.964,0
T000625,17-09-22,Outlet B,"['Notebook 3 Pro', 'Mouse', 'Monitor']","[205, 136, 90]",253274,75000000,3,17222.632,1
T000626,18-09-22,Outlet C,"['Headphones', 'Keyboard', 'Monitor', 'Notebook 3 Pro']","[95, 123, 195, 60]",223237,75000000,4,15180.116,1
T000627,19-09-22,Outlet B,"['Mouse', 'Monitor', 'Notebook 3']","[224, 139, 158]",260047,75000000,3,17683.196,1
T000628,20-09-22,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Notebook 3', 'Keyboard']","[195, 83, 62, 118]",235467,75000000,4,16011.756,1
T000629,21-09-22,Outlet A,"['Keyboard', 'Monitor', 'Notebook 3 Pro']","[1, 105, 134]",125624,75000000,3,8542.432,1
T000630,22-09-22,Outlet A,"['Headphones', 'Keyboard', 'Notebook 3', 'Monitor']","[197, 170, 211, 208]",362205,75000000,4,24629.94,0
T000631,23-09-22,Outlet C,"['Headphones', 'Mouse', 'Notebook 3']","[82, 83, 6]",67755,75000000,3,4607.34,1
T000632,24-09-22,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Notebook 3', 'Mouse']","[136, 221, 60, 246]",364418,75000000,4,24780.424,1
T000633,25-09-22,Outlet C,"['Keyboard', 'Mouse', 'Notebook 3', 'Monitor']","[67, 119, 226, 9]",260495,75000000,4,17713.66,1
T000634,26-09-22,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Mouse']","[245, 250, 57]",257998,75000000,3,17543.864,1
T000635,27-09-22,Outlet B,"['Headphones', 'Notebook 3 Pro', 'Mouse']","[177, 215, 11]",193072,75000000,3,13128.896,1
T000636,28-09-22,Outlet A,"['Headphones', 'Keyboard', 'Mouse']","[87, 84, 248]",239641,75000000,3,16295.588,1
T000637,29-09-22,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Notebook 3', 'Monitor']","[202, 195, 4, 107]",207581,75000000,4,14115.508,1
T000638,30-09-22,Outlet C,"['Mouse', 'Monitor', 'Notebook 3']","[150, 167, 216]",255733,75000000,3,17389.844,1
T000639,01-10-22,Outlet B,"['Headphones', 'Keyboard', 'Monitor']","[5, 68, 123]",95114,75000000,3,6467.752,1
T000640,02-10-22,Outlet A,"['Notebook 3 Pro', 'Mouse', 'Monitor']","[72, 211, 222]",237947,75000000,3,16180.396,1
T000641,03-10-22,Outlet A,"['Keyboard', 'Notebook 3 Pro', 'Headphones']","[127, 220, 17]",275616,75000000,3,18741.888,0
T000642,04-10-22,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Notebook 3', 'Monitor']","[129, 45, 56, 43]",98418,75000000,4,6692.424,0
T000643,05-10-22,Outlet B,"['Headphones', 'Mouse', 'Notebook 3']","[60, 47, 42]",62413,75000000,3,4244.084,0
T000644,06-10-22,Outlet A,"['Keyboard', 'Monitor']","[41, 36]",46543,75000000,2,3164.924,1
T000645,07-10-22,Outlet B,"['Keyboard', 'Mouse', 'Monitor']","[208, 51, 127]",251704,75000000,3,17115.872,1
T000646,08-10-22,Outlet A,"['Keyboard', 'Notebook 3 Pro', 'Mouse']","[187, 96, 18]",248015,75000000,3,16865.02,1
T000647,09-10-22,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Monitor']","[163, 61, 84]",95693,75000000,3,6507.124,0
T000648,10-10-22,Outlet A,"['Keyboard', 'Mouse', 'Monitor', 'Notebook 3']","[248, 214, 82, 146]",454956,75000000,4,30937.008,1
T000649,11-10-22,Outlet B,"['Headphones', 'Mouse', 'Notebook 3']","[122, 203, 2]",144555,75000000,3,9829.74,1
T000650,12-10-22,Outlet A,"['Headphones', 'Mouse', 'Notebook 3']","[21, 102, 127]",135977,75000000,3,9246.436,1
T000651,13-10-22,Outlet A,"['Keyboard', 'Notebook 3', 'Monitor']","[100, 226, 230]",278330,75000000,3,18926.44,1
T000652,14-10-22,Outlet A,"['Headphones', 'Keyboard', 'Monitor']","[203, 195, 140]",249302,75000000,3,16952.536,0
T000653,15-10-22,Outlet A,"['Notebook 3 Pro', 'Mouse', 'Monitor', 'Notebook 3']","[11, 68, 14, 113]",115698,75000000,4,7867.464,1
T000654,16-10-22,Outlet A,"['Keyboard', 'Notebook 3 Pro', 'Mouse', 'Monitor']","[64, 49, 3, 193]",146530,75000000,4,9964.04,0
T000655,17-10-22,Outlet A,"['Headphones', 'Mouse', 'Notebook 3', 'Notebook 3 Pro']","[151, 180, 114, 214]",352769,75000000,4,23988.292,1
T000656,18-10-22,Outlet A,"['Headphones', 'Keyboard', 'Mouse']","[125, 135, 122]",216818,75000000,3,14743.624,1
T000657,19-10-22,Outlet B,"['Headphones', 'Keyboard', 'Monitor', 'Notebook 3 Pro']","[83, 123, 79, 204]",293565,75000000,4,19962.42,0
T000658,20-10-22,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Monitor']","[143, 175, 109]",180918,75000000,3,12302.424,1
T000659,21-10-22,Outlet A,"['Keyboard', 'Notebook 3 Pro', 'Headphones']","[244, 222, 37]",385819,75000000,3,26235.692,1
T000660,22-10-22,Outlet A,"['Notebook 3 Pro', 'Notebook 3', 'Mouse', 'Monitor']","[44, 187, 86, 78]",208896,75000000,4,14204.928,1
T000661,23-10-22,Outlet A,"['Headphones', 'Keyboard', 'Mouse']","[77, 125, 211]",252547,75000000,3,17173.196,1
T000662,24-10-22,Outlet C,"['Headphones', 'Mouse', 'Notebook 3']","[160, 108, 30]",110132,75000000,3,7488.976,1
T000663,25-10-22,Outlet A,"['Keyboard', 'Mouse', 'Notebook 3']","[143, 28, 75]",187329,75000000,3,12738.372,1
T000664,26-10-22,Outlet B,"['Keyboard', 'Mouse', 'Notebook 3', 'Notebook 3 Pro']","[85, 232, 100, 200]",415383,75000000,4,28246.044,1
T000665,27-10-22,Outlet C,"['Headphones', 'Keyboard', 'Notebook 3', 'Monitor']","[138, 28, 183, 71]",171453,75000000,4,11658.804,1
T000666,28-10-22,Outlet B,"['Headphones', 'Notebook 3 Pro', 'Monitor']","[74, 250, 2]",193784,75000000,3,13177.312,0
T000667,29-10-22,Outlet A,"['Headphones', 'Keyboard', 'Notebook 3']","[128, 208, 213]",329184,75000000,3,22384.512,1
T000668,30-10-22,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Monitor']","[47, 109, 89]",110834,75000000,3,7536.712,0
T000669,31-10-22,Outlet A,"['Notebook 3 Pro', 'Mouse', 'Monitor']","[140, 131, 172]",225537,75000000,3,15336.516,1
T000670,01-11-22,Outlet B,"['Headphones', 'Keyboard', 'Notebook 3 Pro']","[67, 120, 49]",155153,75000000,3,10550.404,1
T000671,02-11-22,Outlet A,"['Mouse', 'Notebook 3']","[23, 73]",54657,75000000,2,3716.676,1
T000672,03-11-22,Outlet A,"['Headphones', 'Keyboard', 'Notebook 3']","[227, 33, 114]",134140,75000000,3,9121.52,0
T000673,04-11-22,Outlet C,"['Mouse', 'Monitor']","[235, 226]",201559,75000000,2,13706.012,1
T000674,05-11-22,Outlet B,"['Headphones', 'Mouse', 'Monitor']","[166, 146, 54]",131694,75000000,3,8955.192,1
T000675,06-11-22,Outlet B,"['Keyboard', 'Mouse', 'Monitor', 'Notebook 3']","[126, 200, 87, 31]",273837,75000000,4,18620.916,1
T000676,07-11-22,Outlet B,"['Headphones', 'Notebook 3 Pro', 'Mouse', 'Monitor']","[128, 187, 136, 157]",281249,75000000,4,19124.932,1
T000677,08-11-22,Outlet A,"['Mouse', 'Monitor']","[6, 24]",10050,75000000,2,683.4,1
T000678,09-11-22,Outlet A,"['Keyboard', 'Mouse', 'Notebook 3 Pro']","[43, 84, 69]",138653,75000000,3,9428.404,1
T000679,10-11-22,Outlet A,"['Keyboard', 'Notebook 3 Pro', 'Mouse', 'Notebook 3']","[109, 42, 1, 185]",232430,75000000,4,15805.24,1
T000680,11-11-22,Outlet C,"['Headphones', 'Keyboard']","[107, 143]",147710,75000000,2,10044.28,1
T000681,12-11-22,Outlet C,"['Headphones', 'Keyboard', 'Notebook 3']","[125, 235, 41]",256600,75000000,3,17448.8,1
T000682,13-11-22,Outlet A,"['Mouse', 'Notebook 3']","[248, 222]",272872,75000000,2,18555.296,1
T000683,14-11-22,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Monitor']","[85, 204, 129]",196796,75000000,3,13382.128,1
T000684,15-11-22,Outlet A,"['Keyboard', 'Notebook 3 Pro', 'Headphones']","[234, 244, 116]",406810,75000000,3,27663.08,0
T000685,16-11-22,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Notebook 3']","[130, 169, 55]",175750,75000000,3,11951,0
T000686,17-11-22,Outlet C,"['Headphones', 'Keyboard', 'Monitor']","[208, 30, 201]",118271,75000000,3,8042.428,1
T000687,18-11-22,Outlet B,"['Notebook 3 Pro', 'Notebook 3']","[153, 171]",205920,75000000,2,14002.56,0
T000688,19-11-22,Outlet A,"['Keyboard', 'Mouse', 'Notebook 3', 'Monitor']","[207, 59, 81, 230]",328664,75000000,4,22349.152,0
T000689,20-11-22,Outlet B,"['Headphones', 'Keyboard', 'Notebook 3', 'Notebook 3 Pro']","[19, 205, 9, 176]",319456,75000000,4,21723.008,0
T000690,21-11-22,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Mouse', 'Monitor']","[191, 82, 245, 35]",249399,75000000,4,16959.132,1
T000691,22-11-22,Outlet A,"['Keyboard', 'Notebook 3 Pro']","[14, 220]",170986,75000000,2,11627.048,1
T000692,23-11-22,Outlet A,"['Keyboard', 'Notebook 3 Pro', 'Notebook 3']","[132, 110, 153]",283548,75000000,3,19281.264,1
T000693,24-11-22,Outlet C,"['Headphones', 'Notebook 3 Pro', 'Keyboard']","[202, 2, 216]",231782,75000000,3,15761.176,1
T000694,25-11-22,Outlet A,"['Keyboard', 'Mouse', 'Notebook 3', 'Headphones']","[243, 181, 80, 74]",384922,75000000,4,26174.696,1
T000695,26-11-22,Outlet A,"['Notebook 3 Pro', 'Mouse']","[198, 145]",229415,75000000,2,15600.22,1
T000696,27-11-22,Outlet A,"['Keyboard', 'Mouse', 'Monitor']","[37, 93, 198]",142232,75000000,3,9671.776,1
T000697,28-11-22,Outlet B,"['Keyboard', 'Notebook 3', 'Mouse', 'Monitor']","[234, 85, 214, 166]",430806,75000000,4,29294.808,1
T000698,29-11-22,Outlet A,"['Keyboard', 'Mouse', 'Monitor', 'Notebook 3 Pro']","[238, 71, 42, 243]",442749,75000000,4,30106.932,1
T000699,30-11-22,Outlet C,"['Headphones', 'Notebook 3 Pro', 'Mouse', 'Monitor']","[151, 61, 171, 137]",210231,75000000,4,14295.708,1
T000700,01-12-22,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Notebook 3']","[17, 136, 196]",210723,75000000,3,14329.164,1
T000701,02-12-22,Outlet A,"['Headphones', 'Keyboard', 'Notebook 3']","[33, 74, 161]",162593,75000000,3,11056.324,0
T000702,03-12-22,Outlet A,"['Mouse', 'Notebook 3', 'Monitor']","[34, 120, 243]",152933,75000000,3,10399.444,1
T000703,04-12-22,Outlet C,"['Keyboard', 'Notebook 3 Pro', 'Headphones', 'Monitor']","[184, 95, 92, 109]",279605,75000000,4,19013.14,1
T000704,05-12-22,Outlet B,"['Notebook 3 Pro', 'Notebook 3', 'Monitor']","[159, 108, 14]",178726,75000000,3,12153.368,1
T000705,06-12-22,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Notebook 3', 'Mouse']","[48, 225, 200, 133]",362259,75000000,4,24633.612,1
T000706,07-12-22,Outlet A,"['Headphones', 'Mouse', 'Monitor']","[236, 117, 193]",164244,75000000,3,11168.592,1
T000707,08-12-22,Outlet A,"['Keyboard', 'Mouse', 'Notebook 3 Pro']","[236, 188, 223]",485336,75000000,3,33002.848,1
T000708,09-12-22,Outlet A,"['Notebook 3 Pro', 'Notebook 3', 'Monitor']","[4, 50, 157]",73113,75000000,3,4971.684,0
T000709,10-12-22,Outlet B,"['Notebook 3 Pro', 'Mouse', 'Monitor', 'Notebook 3']","[195, 149, 106, 120]",325365,75000000,4,22124.82,1
T000710,11-12-22,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Mouse', 'Notebook 3']","[99, 189, 87, 216]",326874,75000000,4,22227.432,1
T000711,12-12-22,Outlet C,"['Mouse', 'Monitor', 'Notebook 3']","[71, 222, 28]",117927,75000000,3,8019.036,1
T000712,13-12-22,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Keyboard', 'Monitor']","[104, 247, 182, 29]",367875,75000000,4,25015.5,1
T000713,14-12-22,Outlet B,"['Keyboard', 'Mouse']","[240, 66]",255294,75000000,2,17359.992,1
T000714,15-12-22,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Notebook 3']","[72, 36, 247]",177128,75000000,3,12044.704,1
T000715,16-12-22,Outlet A,"['Headphones', 'Monitor']","[68, 36]",21856,75000000,2,1486.208,1
T000716,17-12-22,Outlet C,"['Notebook 3 Pro', 'Mouse', 'Monitor']","[242, 186, 230]",347524,75000000,3,23631.632,1
T000717,18-12-22,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Mouse', 'Notebook 3']","[222, 198, 129, 50]",287569,75000000,4,19554.692,1
T000718,19-12-22,Outlet A,"['Headphones', 'Notebook 3', 'Monitor']","[151, 79, 54]",85795,75000000,3,5834.06,1
T000719,20-12-22,Outlet C,"['Keyboard', 'Notebook 3', 'Monitor']","[140, 160, 175]",262535,75000000,3,17852.38,0
T000720,21-12-22,Outlet A,"['Headphones', 'Keyboard', 'Notebook 3']","[151, 84, 226]",229105,75000000,3,15579.14,1
T000721,22-12-22,Outlet B,"['Headphones', 'Notebook 3 Pro', 'Notebook 3']","[41, 165, 105]",184939,75000000,3,12575.852,1
T000722,23-12-22,Outlet A,"['Keyboard', 'Notebook 3', 'Mouse', 'Monitor']","[227, 210, 218, 9]",454676,75000000,4,30917.968,0
T000723,24-12-22,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Mouse', 'Notebook 3']","[103, 59, 154, 33]",171643,75000000,4,11671.724,1
T000724,25-12-22,Outlet B,"['Notebook 3 Pro', 'Monitor']","[96, 228]",130452,75000000,2,8870.736,1
T000725,26-12-22,Outlet B,"['Headphones', 'Mouse', 'Monitor', 'Notebook 3']","[36, 170, 111, 15]",146533,75000000,4,9964.244,0
T000726,27-12-22,Outlet B,"['Headphones', 'Notebook 3 Pro']","[64, 211]",163376,75000000,2,11109.568,1
T000727,28-12-22,Outlet A,"['Keyboard', 'Monitor', 'Notebook 3 Pro']","[119, 166, 89]",215715,75000000,3,14668.62,1
T000728,29-12-22,Outlet C,"['Keyboard', 'Mouse', 'Notebook 3']","[97, 137, 24]",182706,75000000,3,12424.008,1
T000729,30-12-22,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Mouse']","[81, 209, 31]",183548,75000000,3,12481.264,1
T000730,31-12-22,Outlet B,"['Headphones', 'Notebook 3 Pro', 'Monitor']","[24, 172, 121]",160685,75000000,3,10926.58,1
T000731,01-01-23,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Notebook 3', 'Mouse']","[164, 52, 189, 53]",204383,77500000,4,13898.044,1
T000732,02-01-23,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Monitor']","[109, 222, 218]",237993,77500000,3,16183.524,1
T000733,03-01-23,Outlet B,"['Headphones', 'Keyboard', 'Mouse']","[221, 48, 188]",195323,77500000,3,13281.964,1
T000734,04-01-23,Outlet C,"['Headphones', 'Mouse', 'Notebook 3', 'Monitor']","[186, 237, 116, 76]",260661,77500000,4,17724.948,0
T000735,05-01-23,Outlet A,"['Notebook 3 Pro', 'Notebook 3']","[37, 248]",165520,77500000,2,11255.36,1
T000736,06-01-23,Outlet B,"['Headphones', 'Keyboard', 'Notebook 3']","[152, 44, 200]",178764,77500000,3,12155.952,1
T000737,07-01-23,Outlet C,"['Headphones', 'Keyboard']","[18, 89]",83233,77500000,2,5659.844,1
T000738,08-01-23,Outlet A,"['Headphones', 'Keyboard', 'Monitor', 'Notebook 3 Pro']","[158, 95, 187, 246]",341110,77500000,4,23195.48,1
T000739,09-01-23,Outlet C,"['Headphones', 'Notebook 3']","[148, 36]",46652,77500000,2,3172.336,1
T000740,10-01-23,Outlet B,"['Notebook 3 Pro', 'Mouse', 'Monitor']","[208, 131, 194]",280415,77500000,3,19068.22,1
T000741,11-01-23,Outlet C,"['Keyboard', 'Monitor']","[96, 31]",94643,77500000,2,6435.724,1
T000742,12-01-23,Outlet B,"['Headphones', 'Mouse', 'Monitor', 'Notebook 3']","[20, 114, 95, 134]",172461,77500000,4,11727.348,1
T000743,13-01-23,Outlet C,"['Notebook 3 Pro', 'Mouse', 'Notebook 3']","[237, 166, 247]",408394,77500000,3,27770.792,0
T000744,14-01-23,Outlet A,"['Headphones', 'Mouse', 'Notebook 3']","[45, 38, 175]",128817,77500000,3,8759.556,1
T000745,15-01-23,Outlet A,"['Notebook 3 Pro', 'Notebook 3', 'Monitor']","[88, 46, 225]",149645,77500000,3,10175.86,1
T000746,16-01-23,Outlet C,"['Headphones', 'Keyboard', 'Mouse', 'Monitor']","[97, 73, 51, 195]",165994,77500000,4,11287.592,1
T000747,17-01-23,Outlet A,"['Keyboard', 'Notebook 3', 'Monitor']","[33, 129, 151]",142526,77500000,3,9691.768,1
T000748,18-01-23,Outlet A,"['Headphones', 'Keyboard', 'Notebook 3', 'Monitor']","[122, 122, 46, 198]",210538,77500000,4,14316.584,1
T000749,19-01-23,Outlet B,"['Headphones', 'Mouse', 'Notebook 3']","[143, 122, 41]",121635,77500000,3,8271.18,1
T000750,20-01-23,Outlet B,"['Headphones', 'Notebook 3', 'Monitor']","[44, 24, 203]",75923,77500000,3,5162.764,1
T000751,21-01-23,Outlet C,"['Headphones', 'Notebook 3 Pro', 'Notebook 3']","[10, 71, 123]",121790,77500000,3,8281.72,1
T000752,22-01-23,Outlet C,"['Keyboard', 'Notebook 3 Pro', 'Mouse']","[61, 196, 39]",219320,77500000,3,14913.76,0
T000753,23-01-23,Outlet B,"['Headphones', 'Keyboard', 'Mouse', 'Notebook 3 Pro']","[124, 75, 135, 135]",267686,77500000,4,18202.648,0
T000754,24-01-23,Outlet B,"['Headphones', 'Notebook 3 Pro', 'Mouse', 'Notebook 3']","[221, 90, 132, 180]",284227,77500000,4,19327.436,1
T000755,25-01-23,Outlet C,"['Headphones', 'Keyboard', 'Notebook 3 Pro']","[90, 162, 25]",179748,77500000,3,12222.864,0
T000756,26-01-23,Outlet B,"['Keyboard', 'Notebook 3', 'Monitor']","[110, 162, 214]",247176,77500000,3,16807.968,1
T000757,27-01-23,Outlet B,"['Headphones', 'Notebook 3 Pro', 'Mouse']","[241, 24, 245]",207174,77500000,3,14087.832,1
T000758,28-01-23,Outlet A,"['Keyboard', 'Notebook 3', 'Mouse']","[117, 88, 67]",194596,77500000,3,13232.528,1
T000759,29-01-23,Outlet A,"['Keyboard', 'Mouse', 'Notebook 3']","[202, 134, 99]",317304,77500000,3,21576.672,1
T000760,30-01-23,Outlet C,"['Notebook 3', 'Monitor']","[99, 66]",73194,77500000,2,4977.192,0
T000761,31-01-23,Outlet B,"['Keyboard', 'Notebook 3', 'Monitor', 'Notebook 3 Pro']","[8, 168, 163, 199]",288399,77500000,4,19611.132,1
T000762,01-02-23,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Notebook 3']","[118, 206, 54]",199682,77500000,3,13578.376,0
T000763,02-02-23,Outlet C,"['Headphones', 'Mouse']","[108, 63]",57069,77500000,2,3880.692,1
T000764,03-02-23,Outlet A,"['Mouse', 'Notebook 3', 'Notebook 3 Pro']","[112, 214, 204]",333808,77500000,3,22698.944,1
T000765,04-02-23,Outlet A,"['Keyboard', 'Mouse']","[226, 85]",254089,77500000,2,17278.052,1
T000766,05-02-23,Outlet A,"['Headphones', 'Keyboard', 'Monitor', 'Notebook 3 Pro']","[165, 199, 71, 4]",230415,77500000,4,15668.22,1
T000767,06-02-23,Outlet A,"['Keyboard', 'Notebook 3 Pro', 'Mouse', 'Headphones']","[176, 204, 135, 137]",410492,77500000,4,27913.456,0
T000768,07-02-23,Outlet A,"['Notebook 3 Pro', 'Notebook 3', 'Monitor']","[32, 8, 120]",59800,77500000,3,4066.4,1
T000769,08-02-23,Outlet A,"['Keyboard', 'Mouse', 'Monitor']","[80, 155, 112]",194893,77500000,3,13252.724,1
T000770,09-02-23,Outlet B,"['Headphones', 'Notebook 3']","[239, 50]",70781,77500000,2,4813.108,1
T000771,10-02-23,Outlet B,"['Keyboard', 'Notebook 3', 'Monitor']","[32, 209, 45]",157913,77500000,3,10738.084,0
T000772,11-02-23,Outlet B,"['Notebook 3 Pro', 'Mouse', 'Notebook 3']","[197, 81, 150]",274359,77500000,3,18656.412,1
T000773,12-02-23,Outlet A,"['Headphones', 'Mouse', 'Notebook 3']","[249, 217, 8]",179034,77500000,3,12174.312,1
T000774,13-02-23,Outlet A,"['Headphones', 'Notebook 3', 'Monitor']","[153, 195, 134]",172633,77500000,3,11739.044,1
T000775,14-02-23,Outlet A,"['Notebook 3 Pro', 'Mouse', 'Notebook 3']","[189, 223, 30]",286457,77500000,3,19479.076,1
T000776,15-02-23,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Notebook 3', 'Monitor']","[23, 48, 245, 8]",178029,77500000,4,12105.972,1
T000777,16-02-23,Outlet A,"['Headphones', 'Keyboard', 'Mouse']","[136, 2, 105]",89037,77500000,3,6054.516,1
T000778,17-02-23,Outlet B,"['Headphones', 'Mouse', 'Notebook 3']","[130, 136, 40]",127134,77500000,3,8645.112,0
T000779,18-02-23,Outlet B,"['Keyboard', 'Notebook 3 Pro', 'Monitor']","[205, 219, 83]",364302,77500000,3,24772.536,0
T000780,19-02-23,Outlet B,"['Keyboard', 'Mouse', 'Monitor', 'Notebook 3 Pro']","[146, 169, 35, 183]",373660,77500000,4,25408.88,0
T000781,20-02-23,Outlet A,"['Notebook 3 Pro', 'Mouse']","[219, 132]",236748,77500000,2,16098.864,0
T000782,21-02-23,Outlet A,"['Keyboard', 'Mouse', 'Notebook 3 Pro']","[27, 156, 171]",240837,77500000,3,16376.916,0
T000783,22-02-23,Outlet C,"['Notebook 3 Pro', 'Mouse', 'Notebook 3']","[98, 249, 68]",257791,77500000,3,17529.788,1
T000784,23-02-23,Outlet A,"['Keyboard', 'Monitor', 'Notebook 3 Pro']","[54, 182, 178]",225664,77500000,3,15345.152,1
T000785,24-02-23,Outlet B,"['Notebook 3 Pro', 'Notebook 3', 'Monitor']","[184, 151, 7]",218923,77500000,3,14886.764,1
T000786,25-02-23,Outlet A,"['Mouse', 'Notebook 3']","[140, 159]",172900,77500000,2,11757.2,1
T000787,26-02-23,Outlet C,"['Headphones', 'Mouse', 'Notebook 3']","[1, 149, 203]",203110,77500000,3,13811.48,1
T000788,27-02-23,Outlet B,"['Headphones', 'Keyboard', 'Mouse', 'Monitor']","[237, 72, 230, 110]",274511,77500000,4,18666.748,1
T000789,28-02-23,Outlet B,"['Notebook 3', 'Monitor']","[98, 154]",96306,77500000,2,6548.808,1
T000790,01-03-23,Outlet A,"['Keyboard', 'Notebook 3', 'Monitor']","[218, 96, 167]",294665,77500000,3,20037.22,0
T000791,02-03-23,Outlet A,"['Headphones', 'Mouse', 'Monitor']","[135, 113, 23]",98039,77500000,3,6666.652,1
T000792,03-03-23,Outlet B,"['Notebook 3 Pro', 'Notebook 3', 'Monitor']","[139, 126, 200]",224440,77500000,3,15261.92,1
T000793,04-03-23,Outlet C,"['Keyboard', 'Mouse', 'Monitor']","[67, 198, 231]",240974,77500000,3,16386.232,1
T000794,05-03-23,Outlet A,"['Keyboard', 'Notebook 3 Pro', 'Mouse']","[29, 144, 53]",161498,77500000,3,10981.864,1
T000795,06-03-23,Outlet B,"['Notebook 3 Pro', 'Monitor']","[108, 249]",144741,77500000,2,9842.388,1
T000796,07-03-23,Outlet A,"['Headphones', 'Monitor']","[131, 81]",45238,77500000,2,3076.184,1
T000797,08-03-23,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Mouse', 'Keyboard']","[160, 111, 210, 219]",431231,77500000,4,29323.708,1
T000798,09-03-23,Outlet B,"['Mouse', 'Notebook 3', 'Monitor', 'Notebook 3 Pro']","[156, 195, 118, 69]",284066,77500000,4,19316.488,1
T000799,10-03-23,Outlet C,"['Headphones', 'Notebook 3', 'Monitor']","[115, 239, 89]",178366,77500000,3,12128.888,1
T000800,11-03-23,Outlet B,"['Keyboard', 'Notebook 3 Pro', 'Mouse', 'Monitor']","[234, 25, 9, 212]",290785,77500000,4,19773.38,1
T000801,12-03-23,Outlet A,"['Keyboard', 'Notebook 3', 'Monitor']","[94, 40, 236]",170390,77500000,3,11586.52,1
T000802,13-03-23,Outlet B,"['Headphones', 'Mouse', 'Notebook 3']","[116, 2, 194]",130602,77500000,3,8880.936,1
T000803,14-03-23,Outlet B,"['Headphones', 'Notebook 3', 'Monitor']","[163, 67, 211]",123456,77500000,3,8395.008,1
T000804,15-03-23,Outlet C,"['Keyboard', 'Monitor', 'Notebook 3 Pro']","[82, 12, 157]",189986,77500000,3,12919.048,1
T000805,16-03-23,Outlet B,"['Headphones', 'Keyboard', 'Mouse']","[36, 5, 88]",63651,77500000,3,4328.268,1
T000806,17-03-23,Outlet A,"['Headphones', 'Keyboard', 'Notebook 3', 'Notebook 3 Pro']","[209, 114, 247, 159]",392697,77500000,4,26703.396,0
T000807,18-03-23,Outlet A,"['Mouse', 'Monitor']","[207, 48]",136905,77500000,2,9309.54,1
T000808,19-03-23,Outlet A,"['Keyboard', 'Notebook 3 Pro', 'Monitor']","[78, 216, 73]",245279,77500000,3,16678.972,1
T000809,20-03-23,Outlet A,"['Headphones', 'Notebook 3 Pro', 'Mouse']","[43, 108, 53]",117204,77500000,3,7969.872,1
T000810,21-03-23,Outlet B,"['Headphones', 'Keyboard', 'Notebook 3', 'Monitor']","[64, 166, 71, 244]",266086,77500000,4,18093.848,0
T000811,22-03-23,Outlet B,"['Headphones', 'Notebook 3 Pro', 'Mouse']","[105, 128, 213]",238542,77500000,3,16220.856,0
T000812,23-03-23,Outlet B,"['Headphones', 'Keyboard', 'Monitor']","[234, 58, 152]",134916,77500000,3,9174.288,1
T000813,24-03-23,Outlet C,"['Headphones', 'Keyboard', 'Notebook 3', 'Monitor']","[178, 132, 86, 57]",214023,77500000,4,14553.564,0
T000814,25-03-23,Outlet A,"['Keyboard', 'Notebook 3 Pro', 'Notebook 3', 'Monitor']","[47, 42, 250, 13]",215990,77500000,4,14687.32,1
T000815,26-03-23,Outlet A,"['Headphones', 'Keyboard', 'Notebook 3', 'Notebook 3 Pro']","[138, 43, 152, 36]",174399,77500000,4,11859.132,1
T000816,27-03-23,Outlet B,"['Keyboard', 'Mouse', 'Notebook 3 Pro']","[34, 65, 20]",83901,77500000,3,5705.268,1
